epoch,loss
1,0.6931473612785339
2,0.6705575585365295
3,0.6495868563652039
4,0.6301072239875793
5,0.6119953989982605
6,0.5951346158981323
7,0.579416036605835
8,0.5647392868995667
9,0.551012396812439
10,0.5381518006324768
11,0.5260817408561707
12,0.5147342085838318
13,0.5040475130081177
14,0.49396640062332153
15,0.4844408929347992
16,0.4754263758659363
17,0.4668823182582855
18,0.458772212266922
19,0.4510633051395416
20,0.44372573494911194
21,0.43673256039619446
22,0.4300593435764313
23,0.4236838221549988
24,0.4175858199596405
25,0.4117467999458313
26,0.40614989399909973
27,0.40077972412109375
28,0.3956220746040344
29,0.3906639814376831
30,0.38589349389076233
31,0.38129958510398865
32,0.37687212228775024
33,0.3726016879081726
34,0.36847957968711853
35,0.36449772119522095
36,0.3606487214565277
37,0.3569255769252777
38,0.35332176089286804
39,0.34983134269714355
40,0.34644871950149536
41,0.34316855669021606
42,0.33998599648475647
43,0.33689644932746887
44,0.33389559388160706
45,0.3309793472290039
46,0.32814401388168335
47,0.3253859877586365
48,0.32270190119743347
49,0.32008853554725647
50,0.31754299998283386
51,0.3150625228881836
52,0.3126443028450012
53,0.3102859854698181
54,0.3079850673675537
55,0.3057394027709961
56,0.3035467863082886
57,0.30140525102615356
58,0.29931288957595825
59,0.2972678244113922
60,0.2952684462070465
61,0.2933129370212555
62,0.29139992594718933
63,0.2895277738571167
64,0.28769513964653015
65,0.28590065240859985
66,0.2841430604457855
67,0.2824211120605469
68,0.2807336151599884
69,0.2790794372558594
70,0.2774575650691986
71,0.27586692571640015
72,0.27430659532546997
73,0.2727755606174469
74,0.2712729871273041
75,0.2697979509830475
76,0.26834967732429504
77,0.2669273614883423
78,0.26553022861480713
79,0.26415759325027466
80,0.2628086507320404
81,0.2614828646183014
82,0.2601794898509979
83,0.25889790058135986
84,0.25763756036758423
85,0.25639790296554565
86,0.2551782727241516
87,0.2539782226085663
88,0.2527972161769867
89,0.25163474678993225
90,0.25049030780792236
91,0.24936352670192719
92,0.24825385212898254
93,0.2471608966588974
94,0.2460843026638031
95,0.24502359330654144
96,0.24397839605808258
97,0.24294835329055786
98,0.24193307757377625
99,0.24093224108219147
100,0.23994550108909607
101,0.2389725297689438
102,0.23801301419734955
103,0.23706665635108948
104,0.23613308370113373
105,0.23521208763122559
106,0.23430338501930237
107,0.2334066778421402
108,0.23252172768115997
109,0.23164822161197662
110,0.23078599572181702
111,0.22993476688861847
112,0.22909434139728546
113,0.22826439142227173
114,0.2274448126554489
115,0.22663529217243195
116,0.22583572566509247
117,0.2250458300113678
118,0.224265456199646
