epoch,accuracy
1,93.6842105263158
2,93.6842105263158
3,93.6842105263158
4,93.6842105263158
5,93.6842105263158
6,93.6842105263158
7,93.6842105263158
8,93.85964912280701
9,93.85964912280701
10,93.85964912280701
11,93.85964912280701
12,93.85964912280701
13,93.85964912280701
14,93.85964912280701
15,93.85964912280701
16,93.85964912280701
17,93.85964912280701
18,93.85964912280701
19,93.85964912280701
20,94.3859649122807
21,94.3859649122807
22,94.3859649122807
23,94.91228070175438
24,94.91228070175438
25,94.91228070175438
26,94.91228070175438
27,94.91228070175438
28,94.91228070175438
29,94.91228070175438
30,94.91228070175438
31,94.91228070175438
32,94.91228070175438
33,94.91228070175438
34,94.91228070175438
35,95.26315789473684
36,95.26315789473684
37,95.26315789473684
38,95.26315789473684
39,95.26315789473684
40,95.26315789473684
41,95.26315789473684
42,95.26315789473684
43,95.26315789473684
44,95.26315789473684
45,95.26315789473684
46,95.26315789473684
47,95.26315789473684
48,95.26315789473684
49,95.26315789473684
50,95.26315789473684
51,95.26315789473684
52,95.26315789473684
53,95.26315789473684
54,95.26315789473684
55,95.26315789473684
56,95.26315789473684
57,95.26315789473684
58,95.26315789473684
59,95.43859649122807
60,95.43859649122807
61,95.43859649122807
62,95.43859649122807
63,95.43859649122807
64,95.43859649122807
65,95.43859649122807
66,95.43859649122807
67,95.43859649122807
68,95.43859649122807
69,95.43859649122807
70,95.43859649122807
71,95.43859649122807
72,95.43859649122807
73,95.43859649122807
74,95.43859649122807
75,95.43859649122807
76,95.43859649122807
77,95.43859649122807
78,95.43859649122807
79,95.43859649122807
80,95.43859649122807
81,95.43859649122807
82,95.6140350877193
83,95.6140350877193
84,95.6140350877193
85,95.6140350877193
86,95.6140350877193
87,95.6140350877193
88,95.6140350877193
89,95.6140350877193
90,95.6140350877193
91,95.6140350877193
92,95.6140350877193
93,95.6140350877193
94,95.6140350877193
95,95.6140350877193
96,95.6140350877193
97,95.6140350877193
98,95.6140350877193
99,95.6140350877193
100,95.6140350877193
101,95.6140350877193
102,95.6140350877193
103,95.6140350877193
104,95.6140350877193
105,95.6140350877193
106,95.6140350877193
107,95.6140350877193
108,95.6140350877193
109,95.78947368421052
110,95.78947368421052
111,95.78947368421052
112,95.78947368421052
113,95.78947368421052
114,95.78947368421052
115,95.96491228070175
116,95.96491228070175
117,95.96491228070175
118,95.96491228070175
119,95.96491228070175
120,95.96491228070175
121,95.96491228070175
122,95.96491228070175
123,95.96491228070175
124,95.96491228070175
125,95.96491228070175
126,95.96491228070175
127,95.96491228070175
128,95.96491228070175
129,95.96491228070175
130,95.96491228070175
131,95.96491228070175
132,95.96491228070175
133,95.96491228070175
134,95.96491228070175
135,95.96491228070175
136,95.96491228070175
137,95.96491228070175
138,95.96491228070175
139,95.96491228070175
140,95.96491228070175
141,95.96491228070175
142,95.96491228070175
143,95.96491228070175
144,95.96491228070175
145,95.96491228070175
146,95.96491228070175
147,95.96491228070175
148,95.96491228070175
149,95.96491228070175
150,95.96491228070175
151,95.96491228070175
152,95.96491228070175
153,95.96491228070175
154,95.96491228070175
155,95.96491228070175
156,95.96491228070175
157,95.96491228070175
158,95.96491228070175
159,96.14035087719299
160,96.14035087719299
161,96.14035087719299
162,96.14035087719299
163,96.14035087719299
164,96.14035087719299
165,96.14035087719299
166,96.14035087719299
167,96.14035087719299
168,96.14035087719299
169,96.14035087719299
170,96.14035087719299
171,96.14035087719299
172,96.14035087719299
173,96.14035087719299
174,96.14035087719299
175,96.14035087719299
176,96.14035087719299
177,96.14035087719299
178,96.14035087719299
179,96.14035087719299
180,96.14035087719299
181,96.14035087719299
182,96.14035087719299
183,96.14035087719299
184,96.14035087719299
185,96.14035087719299
186,96.14035087719299
187,96.14035087719299
188,96.14035087719299
189,96.14035087719299
190,96.14035087719299
191,96.14035087719299
192,96.14035087719299
193,96.14035087719299
194,96.14035087719299
195,96.14035087719299
196,96.14035087719299
197,96.14035087719299
198,96.14035087719299
199,96.14035087719299
200,96.14035087719299
201,96.14035087719299
202,96.14035087719299
203,96.3157894736842
204,96.3157894736842
205,96.3157894736842
206,96.3157894736842
207,96.3157894736842
208,96.3157894736842
209,96.3157894736842
210,96.3157894736842
211,96.3157894736842
212,96.3157894736842
213,96.3157894736842
214,96.3157894736842
215,96.3157894736842
216,96.3157894736842
217,96.3157894736842
218,96.3157894736842
219,96.3157894736842
220,96.3157894736842
221,96.3157894736842
222,96.3157894736842
223,96.3157894736842
224,96.3157894736842
225,96.3157894736842
226,96.3157894736842
227,96.3157894736842
228,96.3157894736842
229,96.3157894736842
230,96.3157894736842
231,96.3157894736842
232,96.3157894736842
233,96.3157894736842
234,96.3157894736842
235,96.49122807017544
236,96.49122807017544
237,96.49122807017544
238,96.49122807017544
239,96.49122807017544
240,96.49122807017544
241,96.49122807017544
242,96.49122807017544
243,96.49122807017544
244,96.49122807017544
245,96.49122807017544
246,96.49122807017544
247,96.49122807017544
248,96.49122807017544
249,96.49122807017544
250,96.49122807017544
251,96.49122807017544
252,96.49122807017544
253,96.49122807017544
254,96.49122807017544
255,96.49122807017544
256,96.49122807017544
257,96.49122807017544
258,96.49122807017544
259,96.49122807017544
260,96.49122807017544
261,96.49122807017544
262,96.49122807017544
263,96.49122807017544
264,96.49122807017544
265,96.49122807017544
266,96.49122807017544
267,96.49122807017544
268,96.49122807017544
269,96.49122807017544
270,96.49122807017544
271,96.49122807017544
